Study ID,Focal node,Focal node mean body size,Focal node mean body size SD,Focal node minimum size,Focal node maximum size,Body size type,Body size units,Focal node stage,Interaction,Interaction habitat type,Target node,Target node mean body size,Target node minimum body size,Target node maximum body size,Target node body size units,Target node body part,Target node stage,Study type,Observation type,Lat,Long,Location,Sample size (for specific observation set),Reference,Recorder
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Palaemontes pugio,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Insecta,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Arachnida,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Acari,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Pseudoscorpiana,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Diplopoda,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Gastropoda,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Succinea wilsoni,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Stagnicola catascopium,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Nassarius obsoletus,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Nematodas,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Actinopterygii,.,,,.,,larvae,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Actinopterygii,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Orchestia grillus,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Diptera,.,,,.,,larvae,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Coleoptera larvae,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,algae,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,detritus,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Amphiopda,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Isopoda,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Xanthidae,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Palaemontes pugio,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Insecta,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Arachnida,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Acari,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Pseudoscorpiana,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Diplopoda,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Gastropoda,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Succinea wilsoni,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Stagnicola catascopium,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Nassarius obsoletus,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Nematodas,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Actinopterygii,.,,,.,,larvae,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Actinopterygii,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Orchestia grillus,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Diptera,.,,,.,,larvae,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,Coleoptera larvae,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,algae,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,juvenile,predation,tidal creek,detritus,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
5,Pseudopleuronectes americanus,8-22,,,,total length,mm,juvenile,predation,salt marsh,Copepodas,.,,,.,,.,observation,laboratory,.,.,"Rutgers University, NJ",.,Samson et. al. 2007,SR
5,Pseudopleuronectes americanus,8-22,,,,total length,mm,juvenile,predation,salt marsh,Coullana canadensis,.,,,.,,.,observation,laboratory,.,.,"Rutgers University, NJ",.,Samson et. al. 2007,SR
5,Pseudopleuronectes americanus,8-22,,,,total length,mm,juvenile,predation,salt marsh,Artemia,.,,,.,,.,observation,laboratory,.,.,"Rutgers University, NJ",.,Samson et. al. 2007,SR
5,Cyprinodon variegatus,8-22,,,,total length,mm,juvenile,predation,salt marsh,Coullana canadensis,.,,,.,,.,observation,laboratory,.,.,"Rutgers University, NJ",.,Samson et. al. 2007,SR
5,Cyprinodon variegatus,8-22,,,,total length,mm,juvenile,predation,salt marsh,Artemia,.,,,.,,.,observation,laboratory,.,.,"Rutgers University, NJ",.,Samson et. al. 2007,SR
5,Cyprinodon variegatus,8-22,,,,total length,mm,juvenile,predation,salt marsh,Alexandrium fundyense,.,,,.,,.,observation,laboratory,.,.,"Rutgers University, NJ",.,Samson et. al. 2007,SR
5,Fundulus heteroclitus,8-22,,,,total length,mm,juvenile,predation,salt marsh,Copepodas,.,,,.,,.,observation,laboratory,.,.,"Rutgers University, NJ",.,Samson et. al. 2007,SR
5,Fundulus heteroclitus,8-22,,,,total length,mm,juvenile,predation,salt marsh,Coullana canadensis,.,,,.,,.,observation,laboratory,.,.,"Rutgers University, NJ",.,Samson et. al. 2007,SR
5,Fundulus heteroclitus,8-22,,,,total length,mm,juvenile,predation,salt marsh,Acartia,.,,,.,,.,observation,laboratory,.,.,"Rutgers University, NJ",.,Samson et. al. 2007,SR
5,Fundulus heteroclitus,8-22,,,,total length,mm,juvenile,predation,salt marsh,Artemia,.,,,.,,.,observation,laboratory,.,.,"Rutgers University, NJ",.,Samson et. al. 2007,SR
6,Fundulus heteroclitus,15.1-115.4,,,,Total length,mm,.,predation,salt marsh creek,Fundulus heteroclitus,5.3-43.1,,,mm,,.,gut contents,laboratory,39_ 30 N,74_ 20 W,"Rutgers University Marine Field Station, New Jersey",20,Able et al 2007,TS
6,Fundulus heteroclitus,40-106,,,,Total length,mm,.,predation,salt marsh pools and creeks,Fundulus heteroclitus,Nov-38,,,mm,,.,gut contents,laboratory,39_ 31 N,75_ 10 W,Deleware Bay,43,Able et al 2007,TS
8,Morone americana,152.3-264.3,,,,Total length,mm,.,predation,salt marsh creek,Amphipoda,.,,,.,,.,gut contents,laboratory,41_ 01 N,74_ 00 W,"Hackensack River, NJ",78,Weis 2005,TS
8,Morone americana,15.1-115.4,,,,Total length,mm,.,predation,salt marsh creek,Caridea,.,,,.,,.,gut contents,laboratory,41_ 01 N,74_ 00 W,"Hackensack River, NJ",78,Weis 2005,TS
8,Morone americana,15.1-115.4,,,,Total length,mm,.,predation,salt marsh creek,Fundulus heteroclitus,100,,,mm,,.,gut contents,laboratory,41_ 01 N,74_ 00 W,"Hackensack River, NJ",78,Weis 2005,TS
2,Fundulus heteroclitus,41-100,,,,Total length,mm,.,predation,salt marsh creek,Decapods,.,,,.,,.,gut contents,laboratory,40_ 30 N,74_ 15 W,Arthur Kill,285,Goto and Wallace 2011,TS
2,Fundulus heteroclitus,41-100,,,,Total length,mm,.,predation,salt marsh creek,Detritus,.,,,.,,.,gut contents,laboratory,40_ 30 N,74_ 15 W,Arthur Kill,285,Goto and Wallace 2011,TS
2,Fundulus heteroclitus,41-100,,,,Total length,mm,.,predation,salt marsh creek,Polychaeta,.,,,.,,.,gut contents,laboratory,40_ 30 N,74_ 15 W,Arthur Kill,285,Goto and Wallace 2011,TS
2,Fundulus heteroclitus,41-100,,,,Total length,mm,.,predation,salt marsh creek,Gastropoda,.,,,.,,.,gut contents,laboratory,40_ 30 N,74_ 15 W,Arthur Kill,285,Goto and Wallace 2011,TS
2,Fundulus heteroclitus,41-100,,,,Total length,mm,.,predation,salt marsh creek,Arachnida,.,,,.,,.,gut contents,laboratory,40_ 30 N,74_ 15 W,Arthur Kill,285,Goto and Wallace 2011,TS
2,Fundulus heteroclitus,41-100,,,,Total length,mm,.,predation,salt marsh creek,insecta,.,,,.,,.,gut contents,laboratory,40_ 30 N,74_ 15 W,Arthur Kill,285,Goto and Wallace 2011,TS
2,Fundulus heteroclitus,41-100,,,,Total length,mm,.,predation,salt marsh creek,Nematodaa,.,,,.,,.,gut contents,laboratory,40_ 30 N,74_ 15 W,Arthur Kill,285,Goto and Wallace 2011,TS
2,Fundulus heteroclitus,41-100,,,,Total length,mm,.,predation,salt marsh creek,Sesilia,.,,,.,,.,gut contents,laboratory,40_ 30 N,74_ 15 W,Arthur Kill,285,Goto and Wallace 2011,TS
2,Fundulus heteroclitus,41-100,,,,Total length,mm,.,predation,salt marsh creek,Isopoda,.,,,.,,.,gut contents,laboratory,40_ 30 N,74_ 15 W,Arthur Kill,285,Goto and Wallace 2011,TS
2,Fundulus heteroclitus,41-100,,,,Total length,mm,.,predation,salt marsh creek,Amphipoda,.,,,.,,.,gut contents,laboratory,40_ 30 N,74_ 15 W,Arthur Kill,285,Goto and Wallace 2011,TS
2,Fundulus heteroclitus,41-100,,,,Total length,mm,.,predation,salt marsh creek,Oligochaeta,.,,,.,,.,gut contents,laboratory,40_ 30 N,74_ 15 W,Arthur Kill,285,Goto and Wallace 2011,TS
2,Fundulus heteroclitus,41-100,,,,Total length,mm,.,predation,salt marsh creek,Bivalvia,.,,,.,,.,gut contents,laboratory,40_ 30 N,74_ 15 W,Arthur Kill,285,Goto and Wallace 2011,TS
2,Fundulus heteroclitus,41-100,,,,Total length,mm,.,predation,salt marsh creek,Zooplankton,.,,,.,,.,gut contents,laboratory,40_ 30 N,74_ 15 W,Arthur Kill,285,Goto and Wallace 2011,TS
2,Fundulus heteroclitus,41-100,,,,Total length,mm,.,predation,salt marsh creek,algae,.,,,.,,.,gut contents,laboratory,40_ 30 N,74_ 15 W,Arthur Kill,285,Goto and Wallace 2011,TS
2,Fundulus heteroclitus,41-100,,,,Total length,mm,.,predation,salt marsh creek,Actinopterygii,.,,,.,,.,gut contents,laboratory,40_ 30 N,74_ 15 W,Arthur Kill,285,Goto and Wallace 2011,TS
9,Palaemonetes pugio,225,,,,Wet weight,mg,.,predation,salt marsh creek,Artemia franciscana,.,,,.,,Adult,observation,laboratory,40_ 30 N,74_ 15 W,(Staten Island) & (Rutgers University Field Station),72,Perez and Wallace 2003,TS
3,Calidris pusilla,.,,,,.,.,.,predation,salt marsh creek bank,Amphipoda,.,,,.,,.,observation,field,42ç47_55_N,70ç48_40_W,"Plum Island Estuary, MA",.,Johnson et al 2009,SS
3,Ammodramus maritimus,.,,,,.,.,.,predation,salt marsh creek bank,Amphipoda,.,,,.,,.,obsevation,field,42ç47_55_N,70ç48_40_W,"Plum Island Estuary, MA",.,Johnson et al 2009,SS
11,Fundulus heteroclitus,60-80,,,,Total length,mm,.,predation,salt marsh,Palaemonetes pugio,.,,,.,,.,observation,field,40.61983 N,74.20459 W,"Piles Creek, Linden, New Jersey",.,Bass et al. 2001,SS
26,Callinectes sapidus,>79,,,,carapace width,mm,.,predation,salt marsh creek,Mya arenaria,.,,,.,,.,gut contents,field,40.38139 N,74.01417 W,"Navesink River-Sandy Hook Bay, New Jersey",661,Meise and Stehlik 2003,SS
26,Callinectes sapidus,>79,,,,carapace width,mm,.,predation,salt marsh creek,Mollusca,.,,,.,,.,gut contents,field,40.38139 N,74.01417 W,"Navesink River-Sandy Hook Bay, New Jersey",661,Meise and Stehlik 2003,SS
26,Callinectes sapidus,>79,,,,carapace width,mm,.,predation,salt marsh creek,Callinectes sapidus,.,,,.,,.,gut contents,field,40.38139 N,74.01417 W,"Navesink River-Sandy Hook Bay, New Jersey",661,Meise and Stehlik 2003,SS
26,Callinectes sapidus,>79,,,,carapace width,mm,.,predation,salt marsh creek,xanthidae,.,,,.,,.,gut contents,field,40.38139 N,74.01417 W,"Navesink River-Sandy Hook Bay, New Jersey",661,Meise and Stehlik 2003,SS
26,Callinectes sapidus,>79,,,,carapace width,mm,.,predation,salt marsh creek,Caridea,.,,,.,,.,gut contents,field,40.38139 N,74.01417 W,"Navesink River-Sandy Hook Bay, New Jersey",661,Meise and Stehlik 2003,SS
26,Callinectes sapidus,>79,,,,carapace width,mm,.,predation,salt marsh creek,Mytilus edulis,.,,,.,,.,gut contents,field,40.38139 N,74.01417 W,"Navesink River-Sandy Hook Bay, New Jersey",661,Meise and Stehlik 2003,SS
26,Callinectes sapidus,>79,,,,carapace width,mm,.,predation,salt marsh creek,Amphipoda,.,,,.,,.,gut contents,field,40.38139 N,74.01417 W,"Navesink River-Sandy Hook Bay, New Jersey",661,Meise and Stehlik 2003,SS
26,Callinectes sapidus,>79,,,,carapace width,mm,.,predation,salt marsh creek,Pagurus longicarpus,.,,,.,,.,gut contents,field,40.38139 N,74.01417 W,"Navesink River-Sandy Hook Bay, New Jersey",661,Meise and Stehlik 2003,SS
26,Callinectes sapidus,>79,,,,carapace width,mm,.,predation,salt marsh creek,Nassarius obsoletus,.,,,.,,.,gut contents,field,40.38139 N,74.01417 W,"Navesink River-Sandy Hook Bay, New Jersey",661,Meise and Stehlik 2003,SS
26,Callinectes sapidus,>79,,,,carapace width,mm,.,predation,salt marsh creek,Nassarius trivittatus,.,,,.,,.,gut contents,field,40.38139 N,74.01417 W,"Navesink River-Sandy Hook Bay, New Jersey",661,Meise and Stehlik 2003,SS
26,Callinectes sapidus,>79,,,,carapace width,mm,.,predation,salt marsh creek,algae,.,,,.,,.,gut contents,field,40.38139 N,74.01417 W,"Navesink River-Sandy Hook Bay, New Jersey",661,Meise and Stehlik 2003,SS
26,Callinectes sapidus,>79,,,,carapace width,mm,.,predation,salt marsh creek,Tellina agilis,.,,,.,,.,gut contents,field,40.38139 N,74.01417 W,"Navesink River-Sandy Hook Bay, New Jersey",661,Meise and Stehlik 2003,SS
26,Callinectes sapidus,>79,,,,carapace width,mm,.,predation,salt marsh creek,Gemma gemma,.,,,.,,.,gut contents,field,40.38139 N,74.01417 W,"Navesink River-Sandy Hook Bay, New Jersey",661,Meise and Stehlik 2003,SS
26,Callinectes sapidus,>79,,,,carapace width,mm,.,predation,salt marsh creek,Ensis directus,.,,,.,,.,gut contents,field,40.38139 N,74.01417 W,"Navesink River-Sandy Hook Bay, New Jersey",661,Meise and Stehlik 2003,SS
26,Callinectes sapidus,>79,,,,carapace width,mm,.,predation,salt marsh creek,Crepidula fornicata,.,,,.,,.,gut contents,field,40.38139 N,74.01417 W,"Navesink River-Sandy Hook Bay, New Jersey",661,Meise and Stehlik 2003,SS
26,Callinectes sapidus,>79,,,,carapace width,mm,.,predation,salt marsh creek,Crepidula convexa,.,,,.,,.,gut contents,field,40.38139 N,74.01417 W,"Navesink River-Sandy Hook Bay, New Jersey",661,Meise and Stehlik 2003,SS
26,Callinectes sapidus,>79,,,,carapace width,mm,.,predation,salt marsh creek,Crepidula plana,.,,,.,,.,gut contents,field,40.38139 N,74.01417 W,"Navesink River-Sandy Hook Bay, New Jersey",661,Meise and Stehlik 2003,SS
26,Callinectes sapidus,>79,,,,carapace width,mm,.,predation,salt marsh creek,Polychaeta,.,,,.,,.,gut contents,field,40.38139 N,74.01417 W,"Navesink River-Sandy Hook Bay, New Jersey",661,Meise and Stehlik 2003,SS
27,Sesarma reticulatum,.,,,,.,.,.,herbivory,salt marsh creek bank,Spartina alterniflora,.,,,.,,.,observation,field,.,.,"Cape Cod, MA",.,Altieri et al. 2012,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,Crangon septemspinosa,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,Polychaeta,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,xanthidae,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,Palaemonetes vulgaris,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,Callinectes sapidus,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,Libinia,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,Ovalipes ocellatus,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,Actinopterygii,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,Bivalvia,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,Cancer irroratus,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,Ensis directus,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,Upogebia affinis,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,Menidia menidia,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,isopoda,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,Carcinus maenus,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,Neopanopeus,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,Fundulus heteroclitus,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,Caridea,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
1,Mustelus canis,318-586,,,,total length,mm,juvenile,predation,salt marsh creek,Pagurus longicarpus,.,,,.,,.,gut contents,field,39 18.265,74 35.690,"Little Egg Harbor-Great Bay Estuary, New Jersey",85,Rountree and Able 1996,SS
,Coleophora caespititiella,5.5,,,,4th instar length,mm,larvae,predation,salt marsh,Juncus romerianus,,,,,,seeds,observation,field,41.723559,-71.298026,"Rumstick Cove, Barrington, Rhode Island",120,,MH
,Coleophora cratipennella,7.9,,,,4th instar length,mm,larvae,predation,salt marsh,Juncus romerianus,,,,,,seeds,observation,field,41.723559,-71.298026,"Rumstick Cove, Barrington, Rhode Island",120,,MH
,Coleophora cratipennella,7.9,,,,4th instar length,mm,larvae,predation,salt marsh,Salicornia europaea,,,,,,seeds,observation,field,41.723559,-71.298026,"Rumstick Cove, Barrington, Rhode Island",120,,MH
,Ichneumonidae,8,,,,length,mm,adult,parasitism,salt marsh,Coleophora caespititiella,5.5,,,mm,,larvae,observation,field,41.723559,-71.298026,"Rumstick Cove, Barrington, Rhode Island",120,,MH
,Ichneumonidae,8,,,,length,mm,adult,parasitism,salt marsh,Coleophora cratipennella,7.9,,,mm,,larvae,observation,field,41.723559,-71.298026,"Rumstick Cove, Barrington, Rhode Island",120,,MH
55,Melampus bidentatus,NA,,,,NA,NA,adult,predation,salt marsh,Cyanophyta,NA,,,NA,,NA,gut contents,field,,,"Watts Island, Connecticut",220,,
55,Melampus bidentatus,NA,,,,NA,NA,adult,predation,salt marsh,Chlorophyta,NA,,,NA,,NA,gut contents,field,,,"Watts Island, Connecticut",220,,
55,Melampus bidentatus,NA,,,,NA,NA,adult,predation,salt marsh,Chrysophyta,NA,,,NA,,NA,gut contents,field,,,"Watts Island, Connecticut",220,,
55,Melampus bidentatus,NA,,,,NA,NA,adult,predation,salt marsh,Phaeophyta,NA,,,NA,,NA,gut contents,field,,,"Watts Island, Connecticut",220,,
55,Melampus bidentatus,NA,,,,NA,NA,adult,predation,salt marsh,Bacillariophyta,NA,,,NA,,NA,gut contents,field,,,"Watts Island, Connecticut",220,,
55,Melampus bidentatus,NA,,,,NA,NA,adult,predation,salt marsh,Spartina patens,NA,,,NA,,NA,gut contents,field,,,"Watts Island, Connecticut",220,,
55,Melampus bidentatus,NA,,,,NA,NA,adult,predation,salt marsh,Spartina alterniflora,NA,,,NA,,NA,gut contents,field,,,"Watts Island, Connecticut",220,,
55,Melampus bidentatus,NA,,,,NA,NA,adult,predation,salt marsh,Distichlis spicata,NA,,,NA,,NA,gut contents,field,,,"Watts Island, Connecticut",220,,
55,Melampus bidentatus,NA,,,,NA,NA,adult,predation,salt marsh,Juncus gerardi,NA,,,NA,,NA,gut contents,field,,,"Watts Island, Connecticut",220,,
